"message","date_time"
"API Call Successful: {""batchCode"":""26092024150651"",""returnStatus"":""Success"",""recordReceived"":137,""recordImported"":137,""recordsReceived"":137,""recordsImported"":137,""errorDetails"":null,""defectiveRowNos"":0}","29/04/2025, 09:00:22"
